,name,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,calculated_host_listings_count,availability_365
3998,Manhattan &Time Square Less than 30min 1st floor.,Devika,Queens,Sunnyside,40.73661,-73.92514,Private room,32,5,47,2019-07-01,4,266
3999,61 st East room D Manhattan private,Eliahu,Manhattan,Upper East Side,40.76014,-73.96098,Entire home/apt,140,1,25,2019-06-27,11,330
4000,CLEAN & COZY EAST VILLAGE PAD,Lina,Manhattan,East Village,40.73097,-73.98178,Entire home/apt,160,1,169,2019-06-21,4,238
4001,Nice and spacious  1BR in Brooklyn,Raquel,Brooklyn,Crown Heights,40.66922,-73.94682,Entire home/apt,70,15,9,2018-07-25,1,0
4002,Cute 1bd w/balcony E Williamsburg,Therese,Brooklyn,Williamsburg,40.71946,-73.94193,Entire home/apt,130,30,42,2018-06-29,1,0
4003,Bright Brooklyn Room,Kevin,Brooklyn,Williamsburg,40.70611,-73.93966,Private room,55,5,0,,1,0
4004,"Quiet cozy apartment, air-conditioned room",Danielle,Manhattan,Washington Heights,40.84353,-73.94201,Private room,25,3,34,2019-05-31,1,139
4005,Furnished Battery Park Apartment,Gary,Manhattan,Battery Park City,40.70707,-74.01702,Entire home/apt,105,30,0,,1,0
4006,Beautiful Brooklyn 3-Bedroom Duplex,Michael,Brooklyn,Bedford-Stuyvesant,40.67948,-73.90822,Entire home/apt,150,2,112,2019-07-07,2,195
4007,Warm & Cozy Sunflower Room:STG,Gayle,Bronx,Longwood,40.81725,-73.90929,Private room,55,2,31,2019-03-18,4,280
4008,PRIME SOHO: Lovely Room With Closet on Prince St,Anna,Manhattan,SoHo,40.7276,-74.00275,Private room,80,180,1,2019-03-11,3,342
4009,Private Room in Central Park North #2,Jordania,Manhattan,Harlem,40.80079,-73.95783,Private room,85,2,0,,3,11
4010,Gorgeous Luxury 1 Brd Apt in Trendy West Village!,Casey,Manhattan,West Village,40.732490000000006,-74.00854,Entire home/apt,210,3,0,,1,0
4011,Beautiful Spacious Ground Floor Apt,Carina,Brooklyn,Bushwick,40.70403,-73.91275999999999,Entire home/apt,225,2,3,2015-11-28,1,0
4012,2BR LES Apartment Near Best Food and Bars in NYC,Kohl,Manhattan,Lower East Side,40.72077,-73.98427,Private room,95,1,9,2018-11-24,1,0
4013,Sweet Apartment on Quiet Block,Liz,Brooklyn,Bedford-Stuyvesant,40.68931,-73.95548000000001,Entire home/apt,120,7,39,2019-06-22,2,50
4014,Cozy 1BR  Near Theater Distict!,Sara,Manhattan,Hell's Kitchen,40.76387,-73.99039,Entire home/apt,151,7,12,2015-10-26,1,0
4015,Newly Built Uptown Manhattan Large Pied-à-Terre,Herman,Manhattan,East Harlem,40.80832,-73.93755999999999,Entire home/apt,200,30,0,,1,0
4016,Entire floor (private entrance) w/ 1 BR in NYC,Jose,Bronx,Allerton,40.86116,-73.86248,Entire home/apt,55,3,26,2019-06-25,1,349
4017,East 63rd street 1bd Serviced Apartment,Ken,Manhattan,Upper East Side,40.76371,-73.96153000000001,Entire home/apt,225,30,1,2016-11-12,87,341
4018,Home away from home,Eme,Queens,Briarwood,40.71378,-73.80796,Private room,50,1,13,2019-04-08,1,0
4019,Spacious East Village Zen Den,Kim,Manhattan,East Village,40.72365,-73.98643,Entire home/apt,110,2,1,2019-05-27,1,280
4020,1br - Williamsburg Luxury Sublet ,Jaclyn,Brooklyn,Williamsburg,40.718,-73.95344,Entire home/apt,95,1,0,,1,0
4021,Magnolia House Saint George,Danforth,Staten Island,St. George,40.64779,-74.0846,Entire home/apt,144,1,105,2019-06-30,1,258
4022,Large Bx condo 3 mins to Subway by Yankee Stadium,Will,Bronx,Fordham,40.852140000000006,-73.90294,Entire home/apt,100,2,12,2019-06-17,3,20
4023,Charming Studio in Manhattan - Great location!,Livia,Manhattan,Kips Bay,40.7425,-73.97704,Entire home/apt,250,3,1,2019-01-01,1,0
4024,Sunny Apt on Treelined Street 2 blocks from trains,Kristen,Brooklyn,Sunset Park,40.64918,-74.00756,Entire home/apt,100,7,0,,1,66
4025,Midtown West - Cozy Double Double Room,Gabriel,Manhattan,Hell's Kitchen,40.75753,-73.99701,Private room,199,1,25,2019-06-23,30,324
4026,Close to Flushing Main Street and Manhattan! (3D),Northern Star Realty,Queens,Flushing,40.76663,-73.81921,Entire home/apt,85,1,5,2019-07-06,4,145
4027,One station from Manhattan Bedford,Serra,Brooklyn,Williamsburg,40.71592,-73.96265,Entire home/apt,170,5,35,2019-06-26,1,290
4028,Corner Room in Midtown Manhattan | Outdoor Terrace + Fitness Center,Yotel,Manhattan,Hell's Kitchen,40.75842,-73.99609,Private room,197,1,1,2019-05-17,10,342
4029,Sunny cozy room with rooftop area in BK,Andrea,Brooklyn,Bushwick,40.69092,-73.91073,Private room,50,2,2,2016-06-14,1,0
4030,Entire Cozy Apt in Brooklyn - 20 mins to Manhattan,George,Brooklyn,Crown Heights,40.67355,-73.94566999999999,Entire home/apt,100,2,0,,1,0
4031,Spacious Sunny Balcony Room in Williamsburg,Mark,Brooklyn,Williamsburg,40.70932,-73.94792,Private room,90,1,1,2018-11-19,1,32
4032,CORPORATE RENTAL ON HISTORIC BLOCK!,Mark,Manhattan,Washington Heights,40.83403,-73.93867,Entire home/apt,200,1,1,2016-05-20,1,0
4033,Charming Room 4 blocks from Empire State Building,Martin & Christine,Manhattan,Kips Bay,40.744040000000005,-73.97985,Private room,110,3,59,2019-06-23,1,51
4034,Cozy quiet private room,Cynthia,Manhattan,Harlem,40.79913,-73.95357,Private room,120,5,3,2018-12-09,1,0
4035,Torre del Lago Room.,John,Brooklyn,Gravesend,40.60755,-73.9741,Private room,79,1,17,2019-06-26,6,174
4036,Home Away from Home: The Restorative Room,J-,Brooklyn,Bushwick,40.70355,-73.91803,Private room,73,3,1,2018-10-08,4,0
4037,Iconic West Village Apartment,Kym,Manhattan,West Village,40.73474,-74.00867,Entire home/apt,250,2,0,,1,0
4038,Close by La Guardia airport,Aleida,Queens,East Elmhurst,40.76078,-73.87661,Private room,50,1,97,2019-06-27,2,149
4039,Private room in Manhattan,Joanne,Manhattan,Washington Heights,40.83559,-73.94552,Private room,75,2,53,2018-06-29,1,0
4040,STARTUP SPACE BROOKLYN,Alex,Brooklyn,East Flatbush,40.64487,-73.94919,Shared room,40,30,3,2017-01-01,7,360
4041,Central Location in NYC - Walk to Central Park,Florentino,Manhattan,East Harlem,40.80108,-73.94601999999999,Private room,79,1,9,2019-05-25,4,365
4042,Immaculate 3BR Williamsburg Condo,Ryan,Brooklyn,Greenpoint,40.72575,-73.95231,Entire home/apt,399,30,13,2016-06-20,1,363
4043,Comfortable 1BR with Laundry NYC,Clayton,Manhattan,Washington Heights,40.85519,-73.92705,Private room,40,3,3,2018-09-01,1,171
4044,Simple + Cute + Spacious Studio (Perfect for 1-2),Daniel,Manhattan,Upper West Side,40.78627,-73.97995,Entire home/apt,149,1,1,2019-07-03,1,189
4045,Sunny Bushwick Bungalow,Kyle,Brooklyn,Bushwick,40.69915,-73.93743,Private room,52,4,4,2017-09-30,2,0
4046,Prolonged Traveler's Dream(a month first & more),Ikkyukim,Bronx,Hunts Point,40.81229,-73.88887,Private room,40,30,19,2019-06-29,6,287
4047,"Modern 2 Bedroom, Brooklyn Apt! Amazing Amenities!",Yngrid,Brooklyn,Bedford-Stuyvesant,40.6775,-73.92281,Entire home/apt,149,2,73,2019-07-07,1,93
4048,Comfortable Private Room in Crown Heights,Meir,Brooklyn,Prospect-Lefferts Gardens,40.66088,-73.94363,Private room,50,2,0,,1,0
4049,The Clean Comfortable Modern Lounge,Albert,Queens,Cambria Heights,40.68891,-73.73531,Entire home/apt,79,2,90,2019-06-24,1,331
4050,New Listing!  Terrific Price.,Valerie,Brooklyn,Greenpoint,40.71938,-73.95136,Private room,50,2,11,2014-02-03,2,157
4051,The Palace of Perhaps (Bushwick / Ridgewood),Briana,Queens,Ridgewood,40.69943,-73.90711999999999,Private room,40,2,13,2019-06-28,1,0
4052,Large Open Brooklyn Loft,Kirsten,Brooklyn,Bedford-Stuyvesant,40.69137,-73.96,Entire home/apt,118,2,6,2019-02-18,1,67
4053,Spacious Manhattan Apt minutes from Time Square,Simona & Matther,Manhattan,Hell's Kitchen,40.75976,-73.9955,Entire home/apt,140,2,26,2018-12-31,1,0
4054,Brooklyn Large private room  (near Manhattan),Siyi,Brooklyn,Sunset Park,40.66035,-73.99794,Private room,45,7,2,2018-04-15,1,0
4055,Designer 2.5 BR Loft in Carroll Gardens by Subway,Jenna,Brooklyn,Carroll Gardens,40.67817,-73.99495,Entire home/apt,250,2,106,2019-06-27,3,272
4056,LAVISHING COMFORT  IN BROOKLYN BROWNSTONE NYC,Majar,Brooklyn,Bushwick,40.68818,-73.91519,Private room,75,3,2,2019-06-30,8,365
4057,Quiet 1BR in Ft Greene! Close to Ft Greene park,Sophia,Brooklyn,Fort Greene,40.68841,-73.97283,Entire home/apt,110,2,5,2017-11-23,1,0
4058,Cozy & Bright 1 Bedroom,Christelle,Manhattan,Harlem,40.82903,-73.94123,Entire home/apt,100,1,2,2015-08-26,1,0
4059,Designer Studio in the Heart of Harlem,Brinton,Manhattan,Harlem,40.80637,-73.94544,Private room,149,30,84,2019-05-18,4,337
4060,Modern Upperwest Side Condo,David,Manhattan,Harlem,40.80317,-73.95559,Entire home/apt,350,1,2,2019-07-06,1,85
4061,"Private Room in 19th Century Townhome, Mott Haven",Shannon,Bronx,Mott Haven,40.8118,-73.92263,Private room,54,1,9,2018-01-28,1,0
4062,"Cozy, Artistic Room with Comfy Bed",Zane,Manhattan,East Harlem,40.80197,-73.93888000000001,Private room,55,1,0,,1,0
4063,Charming Studio in a Great location,Catia,Manhattan,Hell's Kitchen,40.75531,-73.99945,Entire home/apt,195,1,136,2019-07-05,1,203
4064,Beautiful private Apt-15m Manhattan (3rd Room),Eldad & Paulina,Brooklyn,Bushwick,40.70226,-73.92797,Private room,50,2,27,2019-06-12,1,2
4065,Artistic Escape in Brooklyn,Brett,Brooklyn,Williamsburg,40.70742,-73.94315999999999,Entire home/apt,92,2,11,2019-06-23,1,7
4066,Furnished room in a nice apt 20 mins to Manhattan,Ella,Queens,Rego Park,40.72871,-73.86014,Private room,54,2,10,2019-07-01,1,319
4067,"Tranquil Room in Airy, Sunny Bushwick Loft",Olga,Brooklyn,Bushwick,40.69688,-73.93448000000001,Private room,55,14,2,2016-09-04,1,0
4068,"RENOVATED 2-Bedroom, Near subway, comfy & cosy!",Caroline,Brooklyn,Bushwick,40.68312,-73.9086,Entire home/apt,85,30,42,2019-02-28,1,355
4069,2-bd apt 20min metro to Manhattan,Mehrnoush,Brooklyn,Flatbush,40.65234,-73.95329,Entire home/apt,155,1,1,2016-01-06,1,0
4070,Spacious Master Bedroom Exposed Brick in Harlem,Brandi,Manhattan,Harlem,40.81866,-73.93796,Private room,50,1,8,2017-12-31,1,0
4071,"NO XTRA  FEES: Big single room, work station, TV",Shera,Bronx,Wakefield,40.89756,-73.85639,Private room,50,1,130,2019-06-28,4,148
4072,4th Floor en-suite Bath Room,Ling,Brooklyn,Borough Park,40.63378,-74.00599,Private room,60,1,7,2019-06-04,7,179
4073,☀ Beautiful & Quiet ☀TIMES SQUARE ☀ 2 BDR Apt ☀,Rob,Manhattan,Hell's Kitchen,40.76155,-73.98687,Entire home/apt,295,2,71,2019-07-03,1,89
4074,Quiet and cozy 1 bedroom apartment,Petr,Manhattan,Hell's Kitchen,40.76085,-73.99221999999999,Entire home/apt,168,3,2,2019-07-01,2,4
4075,Three Bedroom / 2.5 Restroom In Warm Relaxing Home,Roy,Queens,Richmond Hill,40.68378,-73.83136,Entire home/apt,175,2,7,2019-06-23,2,345
4076,Rooftop Terrace Penthouse 2 Bed Near Central Park,Jacob And Michelle,Manhattan,Hell's Kitchen,40.76347,-73.98776,Entire home/apt,420,5,10,2019-06-29,1,130
4077,Musician's Private Room,Kells,Brooklyn,Williamsburg,40.71477,-73.94105,Private room,100,21,10,2019-07-04,2,14
4078,Luxury 2Bed/2.5Bath Central Park View,Henry,Manhattan,Upper West Side,40.7735,-73.98697,Entire home/apt,2000,30,30,2018-05-05,11,0
4079,Perfect Two Bed Railroad Style Apartment,Ben,Manhattan,East Harlem,40.79522,-73.93918000000001,Entire home/apt,225,4,2,2019-06-29,1,289
4080,One bedroom with private roof deck,Wilder,Brooklyn,Bushwick,40.69671,-73.92628,Entire home/apt,100,4,25,2019-06-12,1,56
4081,Private Bedroom in Super Comfortable NYC Apt.,Fran,Manhattan,Upper West Side,40.79912,-73.97064,Private room,95,1,11,2019-06-05,1,0
4082,Modern Manhattan Oasis,Ethan,Manhattan,Lower East Side,40.72126,-73.98482,Entire home/apt,109,1,76,2016-09-29,1,0
4083,Affordable Furnished Apartment,Mark,Brooklyn,Boerum Hill,40.6858,-73.9828,Entire home/apt,120,3,232,2019-06-22,1,221
4084,Spacious Room w/ oversized closet in East Harlem,Geli,Manhattan,East Harlem,40.79415,-73.94156,Private room,90,4,10,2019-07-03,1,24
4085,wait until later,Chen,Queens,Long Island City,40.74869,-73.94294000000001,Entire home/apt,2000,1,0,,1,365
4086,Sunny room with a/c in new building,Brandon,Brooklyn,Bedford-Stuyvesant,40.68147,-73.95814,Private room,70,3,36,2017-06-23,1,0
4087,Lighted Luxury Studio!,Alina,Queens,Forest Hills,40.72737,-73.85155999999999,Entire home/apt,50,27,0,,1,0
4088,Stylish Windsor Terrace flat,Cathy,Brooklyn,Windsor Terrace,40.65636,-73.97945,Entire home/apt,150,4,1,2016-03-30,3,0
4089,Bright two bedroom apartment in Soho,Vanya,Manhattan,SoHo,40.72277,-74.00464000000001,Entire home/apt,275,5,6,2019-06-25,2,9
4090,Artist Loft in Greenpoint/Williamsb,Darby,Brooklyn,Greenpoint,40.72712,-73.95499000000001,Private room,80,1,0,,1,0
4091,Stylish Williamsburg Loft Apartment,Mads,Brooklyn,Williamsburg,40.70775,-73.94214000000001,Private room,100,5,2,2018-01-03,1,0
4092,Large Bedroom by Grand Central Station in NYC,Jason,Manhattan,Midtown,40.75163,-73.9722,Private room,90,7,27,2018-08-09,1,35
4093,Perfect Chanukah apartment for the whole crew!,Alexandra,Brooklyn,Crown Heights,40.6696,-73.94253,Entire home/apt,400,11,1,2017-10-15,1,0
4094,GORGEOUS 1-bdrm with PRIVATE YARD & washer/dryer,Christopher,Brooklyn,Williamsburg,40.71594,-73.9402,Entire home/apt,135,2,9,2019-06-27,1,162
4095,A Beautiful Williamsburg Apartment Available Today,Yeshe,Brooklyn,Williamsburg,40.71009,-73.95841999999999,Private room,90,3,4,2019-07-02,1,63
4096,Carroll Gardens Modern Sunny Loft,Katy,Brooklyn,Gowanus,40.67718,-73.99656,Entire home/apt,350,3,0,,1,0
4097,East Williamsburg private room w/ backyard access,DeAnna,Brooklyn,Williamsburg,40.705090000000006,-73.93321999999999,Private room,45,1,8,2017-04-08,1,0
4098,2A,Nina,Manhattan,Midtown,40.75077,-73.9814,Entire home/apt,145,30,4,2018-11-30,14,207
4099,Spacious 1BR in Midtown East by Sonder,Sonder,Manhattan,Murray Hill,40.7442,-73.97355,Entire home/apt,174,29,0,,96,311
4100,Private room in Historic Queens NY,David,Queens,Woodhaven,40.69472,-73.84855999999999,Private room,45,2,5,2017-08-21,1,0
4101,Cozy room in the heart of LES,Alex,Manhattan,Chinatown,40.71668,-73.98954,Private room,92,1,120,2018-03-19,2,0
4102,Beautiful 1 bed Apt in Midtown!,Robby,Manhattan,Midtown,40.75761,-73.96217,Entire home/apt,300,1,0,,1,0
4103,"Bright, clean, cosy room in the heart of Brooklyn!",Darlene,Brooklyn,Bushwick,40.68252,-73.90651,Private room,60,3,2,2017-08-29,2,165
4104,NICE 2 BED APT NEAR TIME SQUARE,Jeniffer,Manhattan,Hell's Kitchen,40.762440000000005,-73.99295,Entire home/apt,166,30,7,2019-01-03,31,195
4105,A room with a view,Ramond,Brooklyn,Williamsburg,40.70551,-73.93454,Private room,67,3,33,2019-05-23,2,127
4106,Airy Ridgewood Brownstone,Rebecca And Jolie,Queens,Ridgewood,40.70341,-73.89624,Private room,48,2,39,2019-06-28,1,231
4107,"Quiet, Charming Studio in UES",Kelsie,Manhattan,Upper East Side,40.77357,-73.94729,Entire home/apt,142,2,48,2019-04-27,1,329
4108,Fantastic Duplex LOFT 2BED/1.5BATH by Metro,Joseph,Manhattan,Kips Bay,40.7447,-73.97959,Entire home/apt,299,6,8,2019-07-05,1,158
4109,"Cozy Room, 2 min Times Square, centrally located",Antoine,Manhattan,Hell's Kitchen,40.76243,-73.99078,Private room,95,3,3,2018-08-05,1,5
4110,Family friendly upper west side apt,Rob,Manhattan,Upper West Side,40.7924,-73.97265,Entire home/apt,85,4,17,2019-04-21,1,0
4111,"Outstanding & Luxury 2BR in Manhattan, next to TS",Catarina,Manhattan,Hell's Kitchen,40.7622,-73.99625,Entire home/apt,425,3,5,2019-07-05,1,0
4112,Beautifully private furnished room,Jeremiah,Bronx,Longwood,40.8179,-73.91456,Private room,100,6,0,,1,365
4113,Private room/Columbia/Central park,Antong,Manhattan,Morningside Heights,40.80416,-73.96538000000001,Private room,99,4,3,2017-06-29,1,0
4114,1 Bedroom Apt with Terrace in East Village-Terrace,East Village,Manhattan,East Village,40.72619,-73.99019,Entire home/apt,400,4,8,2019-06-03,4,161
4115,Beautiful sunny bedroom in central Williamsburg,Leah,Brooklyn,Williamsburg,40.71322,-73.94655,Private room,74,1,18,2019-07-01,1,49
4116,Brooklyn Garden Apartment ,Arielle,Brooklyn,Bedford-Stuyvesant,40.68313,-73.9413,Entire home/apt,119,2,209,2019-06-19,1,241
4117,"Sunny, Tall Artsy Loft @ Williamsburg",Ligeia,Brooklyn,Williamsburg,40.71119,-73.96703000000001,Private room,77,6,17,2015-09-01,1,188
4118,Stylish 1 bed room in the East Village,Jillian,Manhattan,East Village,40.73069,-73.98515,Entire home/apt,150,3,107,2019-06-23,1,99
4119,Large 3 Bedroom Apartment in Hell's Kitchen,Joaquin,Manhattan,Hell's Kitchen,40.75979,-73.98953,Entire home/apt,395,6,1,2018-01-01,1,0
4120,Spacious and Clean bedroom in modern apt,Carissa,Manhattan,East Harlem,40.787690000000005,-73.94691,Private room,76,1,0,,1,0
4121,Welcoming space w/ private room in Upper Manhattan,Mytasha,Manhattan,Washington Heights,40.83711,-73.94438000000001,Private room,90,1,32,2019-05-06,1,5
4122,Quiet 1br in a Mansion!,Erika,Brooklyn,Clinton Hill,40.68492,-73.96669,Entire home/apt,130,1,16,2017-04-17,2,0
4123,Gorgeous Luxury Apartment,Adriana,Manhattan,Murray Hill,40.74798,-73.9814,Private room,200,1,1,2015-06-21,1,0
4124,Modern Luxury Private Room Steps from subway,Sahar,Manhattan,East Harlem,40.80551,-73.93654000000001,Private room,75,2,3,2019-05-24,1,332
4125,Amazing Room w/Workspace - Williamsburg,Jermaine,Brooklyn,Williamsburg,40.706990000000005,-73.94604,Private room,80,1,62,2019-06-23,2,58
4126,"Clean Cozy Room, Queens-5 min walk to subway (R/M)",Bei,Queens,Rego Park,40.72678,-73.86218000000001,Private room,55,2,25,2019-06-22,3,38
4127,"Clean, Cozy Home in Perfect Park Slope Location",Young Jean,Brooklyn,Park Slope,40.68178,-73.97957,Entire home/apt,130,120,0,,1,0
4128,Stunning Garden Apartment in Prospect Heights,Matthew,Brooklyn,Prospect Heights,40.67786,-73.97029,Entire home/apt,110,2,5,2019-04-26,1,0
4129,Dikeman comfort is a very special Airbnb !!!!,Torrey,Brooklyn,Red Hook,40.67522,-74.01139,Shared room,38,1,1,2019-06-26,2,179
4130,"Small, Comfortable Bedroom w/Private Bathrm for 2",Stephanie,Manhattan,Hell's Kitchen,40.76432,-73.98599,Private room,135,2,195,2019-06-28,1,241
4131,"Brand new two-bedroom apt. in Bensonhurst, Bklyn!",Elvira,Brooklyn,Gravesend,40.59868,-73.99202,Entire home/apt,148,4,26,2019-07-05,2,92
4132,Lincoln Center Stunning One Bedroom,Alice,Manhattan,Hell's Kitchen,40.76516,-73.99205,Private room,180,1,0,,1,83
4133,Spacious studio in the heart of downtown Astoria,Khaled,Queens,Astoria,40.76349,-73.92577,Private room,75,1,0,,1,359
4134,"Bright, Airy Room Share for 2",Gloria,Brooklyn,Bedford-Stuyvesant,40.68642,-73.9344,Shared room,25,5,76,2019-06-06,3,258
4135,Gut renovated one bedroom in Brooklyn!,Toma,Brooklyn,East Flatbush,40.64487,-73.94711,Entire home/apt,70,1,23,2019-01-28,1,0
4136,New York House,Mohan,Manhattan,Greenwich Village,40.73278,-73.99712,Entire home/apt,175,90,0,,4,311
4137,Bohemian & Chic Apartment.,Rachid,Brooklyn,Bushwick,40.69319,-73.92375,Private room,75,2,22,2019-06-04,1,362
4138,Your Private Safe-Clean Haven w/Private Bath,Haidy,Bronx,Pelham Bay,40.84633,-73.83029,Private room,80,2,28,2019-06-25,1,78
4139,"Spacious, Sunny Brooklyn 2BR Duplex Apartment",Tyson,Brooklyn,Bedford-Stuyvesant,40.68265,-73.94466,Entire home/apt,145,4,18,2019-01-01,1,0
4140,Mins away to Manhattan Suite Residence,Julien,Queens,Astoria,40.76626,-73.93054000000001,Shared room,1800,3,5,2017-04-09,2,90
4141,"Private, Comfortable and Big Room89",Luz Dary,Queens,Jackson Heights,40.75523,-73.88418,Private room,70,1,52,2018-07-22,1,0
4142,Cozy Room in Boerum Hill,Amy,Brooklyn,Gowanus,40.68444,-73.98846999999999,Private room,62,2,1,2016-01-18,2,0
4143,"Monthly+. Quiet, Upscale Neighborhood",Joseph,Manhattan,Upper East Side,40.77557,-73.94615,Private room,62,30,0,,1,174
4144,Spacious & upscale room (Long-term),Adam,Manhattan,Hell's Kitchen,40.76487,-73.99143000000001,Private room,60,21,0,,1,0
4145,"Bright UES Studio, avail short or long term",Natallia,Manhattan,Upper East Side,40.76327,-73.9612,Entire home/apt,180,6,5,2017-11-07,1,0
4146,BP- BEAUTIFUL COZY  ROOM FOR 2 NEAR MANHATTAN wifi,Darry,Brooklyn,Borough Park,40.64189,-73.99356999999999,Private room,60,5,5,2019-07-01,8,364
4147,Large East Village Private Room & Private bathroom,Moji,Manhattan,East Village,40.72485,-73.98422,Private room,119,2,3,2019-05-24,1,2
4148,One Bdrm Apt in Charming South Harlem Brownstone,Bill,Manhattan,Harlem,40.80442,-73.94756,Entire home/apt,125,2,7,2019-07-01,1,24
4149,Private Bedroom in Shared Apartment,Rosemary,Brooklyn,Flatbush,40.65192,-73.96023000000001,Private room,75,1,0,,2,0
4150,Cozy spacious 1 be avail for June,Elise,Manhattan,East Harlem,40.785990000000005,-73.94256,Private room,45,14,0,,1,2
4151,Bright 1BR in Sutton Place by Sonder,Sonder,Manhattan,Midtown,40.75498,-73.96426,Entire home/apt,212,29,0,,96,203
4152,Spacious and sunny one bedroom,Pete,Queens,Long Island City,40.75912,-73.92903000000001,Entire home/apt,130,3,2,2019-06-09,2,0
4153,"Large, Private Carriage House in West Village",Thomas,Manhattan,West Village,40.73444,-73.99967,Private room,950,3,36,2019-07-01,3,237
